BCRF,Brown-capped Rosy-Finch
HOFI,House Finch
PUFI,Purple Finch
CAFI,Cassin's Finch
ORGR,Oriental Greenfinch
YFCA,Yellow-fronted Canary
CORE,Common Redpoll
HORE,Hoary Redpoll
RECR,Red Crossbill
CACR,Cassia Crossbill
WWCR,White-winged Crossbill
EGOL,European Goldfinch
EUSI,Eurasian Siskin
PISI,Pine Siskin
LEGO,Lesser Goldfinch
LAGO,Lawrence's Goldfinch
AGOL,American Goldfinch
ISCA,Island Canary
LALO,Lapland Longspur
CCLO,Chestnut-collared Longspur
SMLO,Smith's Longspur
TBLO,Thick-billed Longspur
SNBU,Snow Bunting
MKBU,McKay's Bunting
PIBU,Pine Bunting
YBWB,Yellow-browed Bunting
LIBU,Little Bunting
RUBU,Rustic Bunting
YTBU,Yellow-throated Bunting
YBSB,Yellow-breasted Bunting
GRBU,Gray Bunting
PALB,Pallas's Bunting
REBU,Reed Bunting
RWSP,Rufous-winged Sparrow
BOSP,Botteri's Sparrow
CASP,Cassin's Sparrow
BACS,Bachman's Sparrow
GRSP,Grasshopper Sparrow
OLSP,Olive Sparrow
FSSP,Five-striped Sparrow
BTSP,Black-throated Sparrow
LASP,Lark Sparrow
LARB,Lark Bunting
CHSP,Chipping Sparrow
CCSP,Clay-colored Sparrow
BCSP,Black-chinned Sparrow
FISP,Field Sparrow
BRSP,Brewer's Sparrow
WOSP,Worthen's Sparrow
FOSP,Fox Sparrow
ATSP,American Tree Sparrow
DEJU,Dark-eyed Junco
YEJU,Yellow-eyed Junco
WCSP,White-crowned Sparrow
GCSP,Golden-crowned Sparrow
HASP,Harris's Sparrow
WTSP,White-throated Sparrow
BESP,Bell's Sparrow
SABS,Sagebrush Sparrow
VESP,Vesper Sparrow
LCSP,LeConte's Sparrow
SESP,Seaside Sparrow
NESP,Nelson's Sparrow
SALS,Saltmarsh Sparrow
BAIS,Baird's Sparrow
HESP,Henslow's Sparrow
SAVS,Savannah Sparrow
SOSP,Song Sparrow
LISP,Lincoln's Sparrow
SWSP,Swamp Sparrow
CANT,Canyon Towhee
ABTO,Abert's Towhee
CALT,California Towhee
RCSP,Rufous-crowned Sparrow
GTTO,Green-tailed Towhee
SPTO,Spotted Towhee
EATO,Eastern Towhee
WESP,Western Spindalis
YBCH,Yellow-breasted Chat
YHBL,Yellow-headed Blackbird
BOBO,Bobolink
CHME,Chihuahuan Meadowlark
EAME,Eastern Meadowlark
WEME,Western Meadowlark
BVOR,Black-vented Oriole
OROR,Orchard Oriole
HOOR,Hooded Oriole
SBAO,Streak-backed Oriole
BUOR,Bullock's Oriole
SBOR,Spot-breasted Oriole
ALOR,Altamira Oriole
AUOR,Audubon's Oriole
BAOR,Baltimore Oriole
BBOR,Black-backed Oriole
SCOR,Scott's Oriole
RWBL,Red-winged Blackbird
TRBL,Tricolored Blackbird
TSBL,Tawny-shouldered Blackbird
SHCO,Shiny Cowbird
BROC,Bronzed Cowbird
BHCO,Brown-headed Cowbird
RUBL,Rusty Blackbird
BRBL,Brewer's Blackbird
COGR,Common Grackle
BTGR,Boat-tailed Grackle
GTGR,Great-tailed Grackle
OVEN,Ovenbird
WEWA,Worm-eating Warbler
LOWA,Louisiana Waterthrush
NOWA,Northern Waterthrush
BAWA,Bachman's Warbler
GWWA,Golden-winged Warbler
BWWA,Blue-winged Warbler
BAWW,Black-and-white Warbler
PROW,Prothonotary Warbler
SWWA,Swainson's Warbler
CCWA,Crescent-chested Warbler
TEWA,Tennessee Warbler
OCWA,Orange-crowned Warbler
COLW,Colima Warbler
LUWA,Lucy's Warbler
NAWA,Nashville Warbler
VIWA,Virginia's Warbler
CONW,Connecticut Warbler
GCYE,Gray-crowned Yellowthroat
MGWA,MacGillivray's Warbler
MOWA,Mourning Warbler
KEWA,Kentucky Warbler
COYE,Common Yellowthroat
HOWA,Hooded Warbler
AMRE,American Redstart
KIWA,Kirtland's Warbler
CMWA,Cape May Warbler
CERW,Cerulean Warbler
NOPA,Northern Parula
TRPA,Tropical Parula
MAWA,Magnolia Warbler
BBWA,Bay-breasted Warbler
BLBW,Blackburnian Warbler
YEWA,Yellow Warbler
CSWA,Chestnut-sided Warbler
BLPW,Blackpoll Warbler
BTBW,Black-throated Blue Warbler
PAWA,Palm Warbler
PIWA,Pine Warbler
YRWA,Yellow-rumped Warbler
YTWA,Yellow-throated Warbler
PRAW,Prairie Warbler
GRWA,Grace's Warbler
BTYW,Black-throated Gray Warbler
TOWA,Townsend's Warbler
HEWA,Hermit Warbler
GCWA,Golden-cheeked Warbler
BTNW,Black-throated Green Warbler
FTWA,Fan-tailed Warbler
RCWA,Rufous-capped Warbler
GCRW,Golden-crowned Warbler
CAWA,Canada Warbler
WIWA,Wilson's Warbler
RFWA,Red-faced Warbler
PARE,Painted Redstart
STRE,Slate-throated Redstart
HETA,Hepatic Tanager
SUTA,Summer Tanager
SCTA,Scarlet Tanager
WETA,Western Tanager
FCTA,Flame-colored Tanager
CCGR,Crimson-collared Grosbeak
NOCA,Northern Cardinal
PYRR,Pyrrhuloxia
YEGR,Yellow Grosbeak
RBGR,Rose-breasted Grosbeak
BHGR,Black-headed Grosbeak
BLBU,Blue Bunting
BLGR,Blue Grosbeak
LAZB,Lazuli Bunting
INBU,Indigo Bunting
VABU,Varied Bunting
PABU,Painted Bunting
DICK,Dickcissel
RCCA,Red-crested Cardinal
YBCA,Yellow-billed Cardinal
SAFI,Saffron Finch
RLHO,Red-legged Honeycreeper
BANA,Bananaquit
YFGR,Yellow-faced Grassquit
BFGR,Black-faced Grassquit
MOSE,Morelet's Seedeater
