BTYW,Black-throated Gray Warbler
GCWA,Golden-cheeked Warbler
BTNW,Black-throated Green Warbler
TOWA,Townsends Warbler
THWH,Townsends X Hermit Warbler Hybrid
HEWA,Hermit Warbler
KIWA,Kirtlands Warbler
PIWA,Pine Warbler
WPWA,Western Palm Warbler
UPWA,Unspecified Palm Warbler
YPWA,Yellow Palm Warbler
PRAW,Prairie Warbler
OVEN,Ovenbird
NOWA,Northern Waterthrush
LOWA,Louisiana Waterthrush
KEWA,Kentucky Warbler
CONW,Connecticut Warbler
MOWA,Mourning Warbler
MGWA,MacGillivrays Warbler
COYE,Common Yellowthroat
GCYE,Gray-crowned Yellowthroat
YBCH,Yellow-breasted Chat
HOWA,Hooded Warbler
WIWA,Wilsons Warbler
CAWA,Canada Warbler
AMRE,American Redstart
PARE,Painted Redstart
FTWA,Fan-tailed Warbler
HOSP,House Sparrow
ETSP,Eurasian Tree Sparrow
SLAR,Slate-throated Redstart
RFWA,Red-faced Warbler
GOLW,Golden-crowned Warbler
RCWA,Rufous-capped Warbler
WHWA,White Wagtail
BWAG,Black-backed Wagtail
EYWA,Eastern Yellow Wagtail
GRAW,Gray Wagtail
AMPI,American Pipit
PEPI,Pechora Pipit
OBPI,Olive-backed Pipit
RTPI,Red-throated Pipit
SPPI,Spragues Pipit
AMDI,American Dipper
SATH,Sage Thrasher
NOMO,Northern Mockingbird
BAMO,Bahama Mockingbird
TRMO,Tropical Mockingbird
GRCA,Gray Catbird
BRTH,Brown Thrasher
LBTH,Long-billed Thrasher
CBTH,Curve-billed Thrasher
BETH,Bendires Thrasher
CATH,California Thrasher
LCTH,LeContes Thrasher
PETH,Pearly-eyed Thrasher
CRTH,Crissal Thrasher
BLMO,Blue Mockingbird
CACW,Cactus Wren
SIWR,Sinaloa Wren
ROWR,Rock Wren
CANW,Canyon Wren
CARW,Carolina Wren
BEWR,Bewicks Wren
HOWR,House Wren
WIWR,Winter Wren
PAWR,Pacific Wren
PWWR,Pacific-Winter Wren
SEWR,Sedge Wren
MAWR,Marsh Wren
BRCR,Brown Creeper
RWBU,Red-whiskered Bulbul
RVBU,Red-vented Bulbul
WBNU,White-breasted Nuthatch
RBNU,Red-breasted Nuthatch
BHNU,Brown-headed Nuthatch
PYNU,Pygmy Nuthatch
TUTI,Tufted Titmouse
BCTI,Black-crested Titmouse
OATI,Oak Titmouse
JUTI,Juniper Titmouse
PLTI,Plain Titmouse
BRTI,Bridled Titmouse
VATI,Varied Tit
BCCH,Black-capped Chickadee
HYCH,Hybrid Chickadee
UNCH,Unidentified Chickadee
CACH,Carolina Chickadee
MECH,Mexican Chickadee
MOCH,Mountain Chickadee
GHCH,Gray-headed Chickadee
BOCH,Boreal Chickadee
CBCH,Chestnut-backed Chickadee
WREN,Wrentit
RBLE,Red-billed Leiothrix
HWAM,Hwamei
GNLA,Greater Necklaced Laughingthrush
OBNT,Orange-billed Nightingale-Thrush
BUSH,Bushtit
VERD,Verdin
JABW,Japanese Bush-Warbler
MILL,Millerbird
ARWA,Arctic Warbler
MIGW,Middendorffs Grasshopper-Warbler
WOWA,Wood Warbler
DUWA,Dusky Warbler
LANW,Lanceolated Warbler
AKLW,Arctic-Kamchatka Leaf Warbler
GCKI,Golden-crowned Kinglet
RCKI,Ruby-crowned Kinglet
SIAC,Siberian Accentor
BGGN,Blue-gray Gnatcatcher
BTGN,Black-tailed Gnatcatcher
CAGN,California Gnatcatcher
BCGN,Black-capped Gnatcatcher
BACG,Baja Gnatcatcher
TOSO,Townsends Solitaire
OMAO,Omao
PUAI,Puaiohi
KAMA,Kamao
OLOM,Olomao
WOTH,Wood Thrush
VEER,Veery
GCTH,Gray-cheeked Thrush
BITH,Bicknells Thrush
GCBT,Unidentified Gray-cheeked-Bicknells Thrush
SWTH,Swainsons Thrush
HETH,Hermit Thrush
REDW,Redwing
AMRO,American Robin
FIEL,Fieldfare
EYTH,Eyebrowed Thrush
DUTH,Dusky Thrush
CCTH,Clay-colored Thrush
RBRO,Rufous-backed Robin
RLTH,Red-legged Thrush
VATH,Varied Thrush
AZTH,Aztec Thrush
BLUE,Bluethroat
SIRU,Siberian Rubythroat
RFBL,Red-flanked Bluetail
NOWH,Northern Wheatear
EABL,Eastern Bluebird
WEBL,Western Bluebird
HYBL,Hybrid Western-Mountain Bluebird
MOBL,Mountain Bluebird
WRSH,White-rumped Shama
HAEL,Hawaii Elepaio
OAEL,Oahu Elepaio
KAEL,Kauai Elepaio
TAFL,Taiga Flycatcher
DSFL,Dark-sided Flycatcher
GSFL,Gray-streaked Flycatcher
LAFI,Laysan Finch
NIFI,Nihoa Finch
OU,Ou
PALI,Palila
MAPA,Maui Parrotbill
HAAM,Hawaii Amakihi
OAAM,Oahu Amakihi
KAAM,Kauai Amakihi
ANIA,Anianiau
OAAK,Oahu Akialoa
NUKU,Nukupuu
AKIP,Akiapolaau
AKIK,Akikiki
HCRE,Hawaii Creeper
MAAL,Maui Alauahio
KAKA,Kakawahie
OAAL,Oahu Alauahio
AKEP,Akepa
AKEK,Akekee
IIWI,Iiwi
AKOH,Akohekohe
APAP,Apapane
POUL,Poo-uli
NRBI,Northern Red Bishop
YCBI,Yellow-crowned Bishop
RCCO,Red-cheeked Cordonbleu
LAVW,Lavender Waxbill
ORAW,Orange-cheeked Waxbill
BRWX,Black-rumped Waxbill
COMW,Common Waxbill
REAV,Red Avadavat
AFSI,African Silverbill
BRMA,Bronze Mannikin
SBMU,Scaly-breasted Munia
TRMU,Tricolored Munia
JAVS,Java Sparrow
PTWH,Pin-tailed Whydah
KIPE,King Penguin
EMPE,Emperor Penguin
GEPE,Gentoo Penguin
ADPE,Adelie Penguin
CHPE,Chinstrap Penguin
VIPE,Victoria Penguin
ROCP,Rockhopper Penguin
ROYP,Royal Penguin
MACP,Macaroni Penguin
FAPE,Fairy Penguin
AFPE,African Penguin
HUPE,Humboldt Penguin
MAGP,Magellanic Penguin
GALP,Galapagos Penguin
ROAL,Royal Albatross
BUAL,Bullers Albatross
GHAL,Gray-headed Albatross
SOAL,Sooty Albatross
LMSA,Light-mantled Albatross
SGPE,Southern Giant-Petrel
SOFU,Southern Fulmar
BLPE,Blue Petrel
BBPR,Broad-billed Prion
DOPR,Dove Prion
TBPR,Thin-billed Prion
FAPR,Fairy Prion
ANPE,Antarctic Petrel
WCPE,White-chinned Petrel
KEPE,Kerguelen Petrel
SNPE,Snow Petrel
GBSP,Gray-backed Storm-Petrel
BECO,Blue-eyed Cormorant
SNSH,Snowy Sheathbill
LESH,Lesser Sheathbill
KEGU,Kelp Gull
ANTE,Antarctic Tern
KETE,Kerguelen Tern
HYSK,Hybrid Skua
NGPE,Northern Giant-Petrel
BRSK,Brown Skua
TIMO,Tinian Monarch
MARC,Mariana Crow
GUSW,Guam Swiftlet
NIRW,Nightingale Reed Warbler
MIME,Micronesian Megapode
WRSW,White-rumped Swiftlet
PCFD,Purple-capped Fruit Dove
COLK,Collared Kingfisher
SAST,Samoan Starling
POST,Polynesian Starling
CAHO,Cardinal Honeyeater
WAHO,Wattled Honeyeater
MIMY,Micronesian Myzomela
RUFA,Rufous Fantail
FISH,Fiji Shrikebill
BRWE,Bridled White-eye
GOWE,Golden White-eye
MIST,Micronesian Starling
BLDR,Black Drongo
LTCU,Long-tailed Cuckoo
MCFD,Many-colored Fruit Dove
PAPI,Pacific Pigeon
SHGD,Shy Ground Dove
MICK,Micronesian Kingfisher
GMKI,Guam Micronesian Kingfisher
MGSW,Mariana Gray Swiftlet
ROWE,Rota White-eye
PRMA,Puerto Rican Mango
STTL,Streamertail
JATO,Jamaican Tody
SAFL,Sad Flycatcher
YBEL,Yellow-bellied Elaenia
GAEL,Greater Antillean Elaenia
JAEL,Jamaican Elaenia
JACR,Jamaican Crow
SHWR,Southern House Wren
BRTR,Brown Trembler
WETH,White-eyed Thrush
WCTH,White-chinned Thrush
RTSO,Rufous-throated Solitaire
TBVI,Thick-billed Vireo
JAVI,Jamaican Vireo
OLIW,Olive-capped Warbler
ARRW,Arrowhead Warbler
BAYE,Bahama Yellowthroat
ORAN,Orangequit
JAEU,Jamaican Euphonia
VETR,Venezuelan Troupial
JAOR,Jamaican Oriole
YSGR,Yellow-shouldered Grassquit
GABU,Greater Antillean Bullfinch
YBSE,Yellow-bellied Seedeater
BBGR,Blue-black Grassquit
HYNO,Hybrid Nonpasserine
HYPA,Hybrid Passerine
